signal_id,dimension,time_series
1144,5636,[-7.8506255 -7.9663606 -8.074908  ... -2.0714433 -2.0130825 -1.9665487]
1145,5242,[4.6870203 4.615594  4.5477524 ... 1.0461557 1.008201  0.9995798]
1146,7684,"[-1.9282464  -2.4962106  -3.0567925  ... -0.4555807  -0.59631366
 -0.73994476]"
1147,5374,[8.552296  8.580227  8.600856  ... 1.5442412 1.5293142 1.5236022]
1148,6021,[ 1.5293539  1.5779247  1.6658993 ... -3.075209  -3.1210608 -3.1835258]
1149,6144,[-2.1361945 -1.9793715 -1.7589298 ... -1.8425837 -1.7604824 -1.712487 ]
1150,7815,[0.885207  0.9513444 1.0125064 ... 1.5430044 1.3028356 1.321066 ]
1151,5882,"[-0.35238224 -0.40070733 -0.4833029  ...  2.6927578   2.5789607
  2.512848  ]"
1152,5497,[-0.8276981 -0.8949812 -0.896738  ...  1.3827822  1.3591386  1.3569106]
1153,6783,"[-0.87250465 -0.90178365 -0.8645051  ...  3.266701    3.373203
  3.3599432 ]"
1154,5251,[3.324722  3.3133256 3.236737  ... 3.266701  3.373203  3.3599432]
1155,7676,"[  2.9020045   2.883527    2.8384025 ... -11.969813  -12.125566
 -12.260983 ]"
1156,8069,[-6.8956175 -6.7309465 -6.5669928 ...  4.4014955  4.403481   4.378429 ]
1157,3973,[0.90804905 0.9083747  0.9482399  ... 2.8051536  2.8442807  2.88123   ]
1158,5374,[2.5747712 2.5272288 2.4621742 ... 4.2755218 4.1855826 4.038078 ]
1159,6529,[ 3.910524   3.7876873  3.659242  ... -1.5474846 -1.7090539 -1.8329996]
1160,5627,[3.4780698 3.582066  3.690295  ... 1.9918451 2.1434703 2.390215 ]
1161,3203,[ 2.6266358  2.8427076  3.0947614 ... 11.983007  11.914688  11.803249 ]
1162,6144,[2.6266358 2.8427076 3.0947614 ... 4.0610085 4.0964613 4.116101 ]
1163,5759,"[ 1.2645814   1.2451005   1.2746787  ... -1.5750434   0.14160362
 -1.4272159 ]"
1164,4604,[2.8546405 2.59288   2.3448813 ... 2.723937  2.7437744 2.7187195]
1165,4989,[ 2.343546   2.440075   2.5478694 ... 10.469012  10.259224  10.020198 ]
1166,5505,[ 9.727505  9.400886  9.049836 ... -9.946108 -9.863405 -9.773566]
1167,4350,[-6.910556  -6.884798  -6.7782226 ...  8.380393   8.288462   8.18368  ]
1168,7807,[-7.9492745 -8.076244  -8.204165  ...  1.4688306  1.5052155  1.5404243]
1169,8699,"[ 3.2338288   3.263695    3.2574713  ...  0.06180244 -0.0083218
 -0.16551892]"
1170,7421,[ 5.267227   5.2540126  5.233298  ... -7.877942  -7.8497477 -7.841147 ]
1171,6275,[-7.816468  -7.772634  -7.7470613 ...  2.276455   2.1789792  2.0653348]
1172,10117,"[ -0.98098016  -1.0296999   -1.078524   ... -30.40133    -30.47411
 -30.521208  ]"
1173,7422,"[-5.219657   -5.349064   -5.505973   ...  1.0361536   1.018801
  0.84391433]"
1174,7430,[ 8.446188  8.4226    8.392691 ... 20.194641 20.08585  19.75932 ]
1175,8323,"[-12.64637    -12.497735   -12.416167   ...  -0.15258832  -0.19347079
  -0.10034631]"
1176,7930,"[ -1.5437922  -1.9769938  -2.7650566 ... -10.075756  -10.352464
 -10.556825 ]"
1177,10109,[-4.560477  -4.617436  -4.7639136 ... 11.272568  10.938731  10.463488 ]
1178,8192,"[-16.85963   -16.753618  -16.585842  ...  -1.3386714  -1.305547
  -1.2672993]"
1179,5505,"[-0.45835856 -0.47923443 -0.57584417 ... -1.0888131  -1.0863954
 -1.0820471 ]"
1180,7553,[1.4503188 1.5969229 1.6495448 ... 0.7662642 1.0347668 1.2780383]
1181,3072,[-8.375842  -8.333906  -8.295791  ...  0.7662642  1.0347668  1.2780383]
1182,4096,[1.2697095 1.371566  1.494677  ... 5.6877265 5.351058  5.0160713]
1183,4481,[4.703914  4.3886347 4.0810986 ... 2.7119348 2.9080794 2.9683132]
1184,5374,[13.6784115 13.453263  13.27107   ... -2.1846123 -2.2582817 -2.337262 ]
1185,6013,"[ 1.5038496   1.3354703   1.1168143  ... -0.27358577 -0.21060793
 -0.12527354]"
1186,7299,[-5.1123366 -5.1181736 -5.5008044 ... -1.0267327 -1.2155071 -1.8321097]
1187,2686,[0.3004374  0.3025097  0.3696134  ... 0.35145715 0.38536674 0.36868072]
1188,4481,[-3.2387843  4.115105   5.884208  ...  2.9352672  7.281897   1.2076544]
1189,7929,[-3.3552752 -3.2650301 -3.2010388 ...  1.8943223 -1.2901741 -3.9346726]
1190,4989,[0.09450725 0.3953595  0.60319686 ... 0.6853304  0.6575575  0.5998027 ]
1191,3588,"[ 0.7689547   2.310263    2.3781343  ...  0.36101037 -1.8825605
 -2.2027009 ]"
1192,5374,[2.8485203  2.8380892  2.8542056  ... 0.6978566  0.86727196 0.93192923]
1193,5759,[-1.3415264 -1.3672577 -1.2019053 ... -0.5567357 -0.3234905 -0.087888 ]
1194,9863,[1.3525327 1.6097779 1.8886926 ... 4.9920125 5.260682  5.505266 ]
1195,8708,[-8.024497  -8.589666  -9.159412  ...  3.97322    3.8739831  3.7976851]
1196,7298,"[-0.47395277 -0.4531044  -0.42902595 ...  2.8317149   2.8864133
  2.945237  ]"
1197,6783,[2.6401956 2.6306548 2.62473   ... 2.1429627 2.1871707 2.2027957]
1198,6398,[ 5.378893   5.384964   5.393466  ... -1.3004607 -1.3858296 -1.5170166]
1199,2818,"[-0.07735316 -0.41446745 -1.1912855  ... -5.702365   -5.6613436
 -5.572833  ]"
1200,6529,"[-0.07735316 -0.41446745 -1.1912855  ... -0.4192325  -0.37336734
 -0.3578486 ]"
1201,4866,[-6.3573384 -6.336098  -6.282584  ... -5.43076   -5.553304  -5.5479937]
1202,7684,[2.7544625 2.6841118 2.695653  ... 1.3475057 1.1822643 1.0038322]
1203,7684,[-2.1465397 -1.8208858 -1.4573964 ...  5.688045   5.6251     5.579309 ]
1204,4481,[ 5.4925623  5.461121   5.413593  ... 16.81726   16.897549  16.909567 ]
1205,6144,[16.960321  16.967257  16.948078  ...  1.7720308  1.6654637  1.550029 ]
1206,7807,[ 7.0035777  7.0797176  7.1644926 ... 18.618383  18.619236  18.61319  ]
1207,8314,[-0.8500963 -1.027071  -1.1522522 ... -1.5141559 -1.5288864 -1.5522348]
1208,5768,"[-1.5171257  -1.449293   -1.3661643  ... -0.49489376 -0.4432433
 -0.398955  ]"
1209,8576,"[-0.37272584 -0.35426542 -0.30859223 ... -8.011042   -7.7944093
 -7.666749  ]"
1210,10117,[ 6.780523   6.968326   7.1817484 ... -2.0889206 -1.9774117 -1.8747569]
1211,7299,[-1.8708545 -1.6126708 -1.3333218 ...  1.5200149  1.479669   1.4439261]
1212,6398,[0.96813285 0.9331649  0.9282392  ... 2.7346687  2.8615239  2.9550915 ]
1213,4350,[ 1.7588872  1.6895479  1.68297   ... -1.0294614 -1.0013536 -0.9845915]
1214,2687,[2.4102206 2.4649749 2.5327253 ... 8.566741  8.638152  8.723908 ]
1215,6144,"[ -7.984532   -7.8681116  -7.779012  ... -13.543291  -13.82031
 -14.08016  ]"
1216,6021,[ 7.117215   7.1840096  7.276177  ... -2.9886146 -3.2420623 -3.5814493]
1217,6660,[7.117215  7.1840096 7.276177  ... 4.708364  4.7270107 4.8458805]
1218,6529,[ 5.1740384  5.509625   5.74814   ... 10.557647  10.026353  10.301536 ]
1219,6529,[ 5.1740384  5.509625   5.74814   ... 10.557647  10.026353  10.301536 ]
1220,4227,"[-0.46644062 -0.46787226 -0.44010013 ...  2.6796572   2.419738
  2.3150878 ]"
1221,6791,[-5.475124  -5.2390156 -4.8489413 ...  2.3699632  2.662914   2.5836096]
1222,3326,[ 5.6465     5.4649587  5.3431907 ... -1.5845114 -2.4741812 -2.1799202]
1223,7422,"[-1.1181729  -0.8611301  -1.1348662  ... -0.61177915 -0.46785977
 -0.8917001 ]"
1224,5890,[ 1.8786337  2.2106612  2.389529  ... 23.558908  23.59495   23.459726 ]
1225,5251,[ 9.151959  9.281923  9.51429  ... 23.558908 23.59495  23.459726]
1226,8314,[23.19929  22.81175  22.432167 ...  6.051477  5.919052  5.728817]
1227,8577,[13.7003355 14.887525  15.398044  ...  3.5331829  3.433107   3.3319774]
1228,4858,[2.4038963 2.3460686 2.3045242 ... 4.026246  3.7131376 3.3313677]
1229,3203,[2.9275832 2.5454788 2.193121  ... 1.7706269 1.8196973 1.9339904]
1230,6783,[ 2.0552404  2.1813521  2.3431976 ... -9.125519  -8.816123  -8.493573 ]
1231,6914,"[ -9.79238   -10.199576  -10.589175  ...  -6.853619   -6.8971367
  -6.7315073]"
1232,5759,[0.454047   0.36992893 0.298957   ... 0.18911996 0.22903065 0.24081825]
1233,6013,[-12.168994 -12.277618 -12.3469   ...  20.160315  19.23001   18.275112]
1234,7168,[17.341476  16.464594  15.6566    ... -5.009786  -5.1715755 -5.6187916]
1235,2818,[1.3431859 1.528353  1.548088  ... 3.1995733 3.0878272 3.0170193]
1236,5628,"[-0.25761095 -0.61745906 -1.1922132  ... -5.1086884  -5.26861
 -5.4416428 ]"
1237,5890,[12.340452 12.213417 12.134885 ... 11.403652 10.910012 10.283711]
1238,6013,[-8.346212 -8.354262 -8.326788 ... 12.737375 12.613499 12.504686]
1239,2433,[12.418237  12.33248   12.211593  ...  6.6541862  6.6195817  6.5685735]
1240,8069,[-5.121968  -5.024872  -4.8620462 ...  4.389835   4.1672974  3.9626324]
1241,6398,[ 4.5660744  4.5609474  4.440094  ... -2.045208  -1.9902762 -2.1319866]
1242,4481,"[ 0.75040627  0.7314679   0.73439753 ... -8.16238    -8.226212
 -8.301917  ]"
1243,4219,[-3.0898042 -3.2251105 -3.3800528 ... -8.16238   -8.226212  -8.301917 ]
1244,6906,"[-6.968877   -7.145731   -7.3049507  ... -0.8610049  -0.8879287
 -0.95408267]"
1245,6791,[31.3133   31.427485 31.546194 ...  8.864372  9.188462  9.191375]
1246,10240,[ 0.9838591  0.9619265  1.0309492 ... 14.487062  14.519706  14.5217905]
1247,7807,[-7.7454157 -8.275193  -8.755527  ...  4.4515886  4.2456107  4.0859036]
1248,7422,[-0.9910748 -1.0902951 -1.209081  ...  2.7641954  2.7842407  2.8195887]
1249,4218,"[-0.29501304 -0.09825775 -0.11546317 ...  1.5606738   1.3322217
  1.098519  ]"
1250,4989,[-7.630574  -7.571836  -7.5291157 ... -3.9548545 -3.968018  -3.9407651]
1251,4989,[-7.630574  -7.571836  -7.5291157 ... -3.9548545 -3.968018  -3.9407651]
1252,6529,[ 4.2466087  4.501608   4.4677505 ... -4.96362   -5.1639934 -5.2221065]
1253,3588,[ 4.339369   4.984478   4.868198  ... -2.3735466 -2.5366538 -2.3506649]
1254,7299,[-1.732033  -2.7619753 -4.1067014 ...  0.4666299  0.2633258  0.2065892]
1255,9085,[-3.301968  -3.3764443 -3.49672   ... 16.284555  16.300137  16.296358 ]
1256,7168,"[-0.26340958 -0.3123541  -0.36481586 ... 16.284555   16.300137
 16.296358  ]"
1257,6783,[ 4.01371    4.4821906  4.904772  ... 19.010105  18.329077  17.676352 ]
1258,8700,"[  6.573089    6.4806595   6.405923  ... -17.958836  -17.930607
 -17.869232 ]"
1259,6906,"[  6.1313677   5.9346476   5.665231  ... -17.958836  -17.930607
 -17.869232 ]"
1260,6275,"[-17.790398   -17.645256   -17.47592    ...  -0.82856274  -0.5668524
  -0.37866774]"
1261,4866,"[ 0.9935018   0.7205174   0.46425125 ... -7.4095993  -7.2092924
 -7.0228057 ]"
1262,8699,[-5.2655077 -4.875291  -4.467556  ...  3.242546   3.3007064  3.3735144]
1263,5627,[-6.8373485 -6.630254  -6.4748635 ...  3.242546   3.3007064  3.3735144]
1264,5242,[-3.608981  -3.6248834 -3.6657543 ...  7.2435675  6.770842   6.271947 ]
1265,8069,"[  3.46652     3.5921738   3.7438695 ... -19.739464  -19.993483
 -20.15918  ]"
1266,8446,"[-13.949309  -13.653035  -13.408151  ...  -3.1394691  -3.0003417
  -2.8997   ]"
1267,3973,[1.151162  1.2001144 1.2399098 ... 5.997576  6.1998596 6.2683897]
1268,4219,[ 6.288792   6.437448   6.59666   ... -0.6584795 -0.8104906 -1.0536156]
1269,9085,"[ 5.256667    5.5375457   5.757787   ... -1.1202482  -0.5365712
 -0.00618215]"
1270,4350,[4.369637  3.2329602 1.98824   ... 1.0951592 1.2351167 1.2196124]
1271,4350,[4.369637  3.2329602 1.98824   ... 1.0951592 1.2351167 1.2196124]
1272,9855,[ 4.369637   3.2329602  1.98824   ... -3.9694636 -3.926753  -3.830739 ]
1273,7676,[1.0624286  0.91264325 0.9915192  ... 5.6858063  6.1565704  6.6186323 ]
1274,9085,[-1.4479923 -2.6418216 -3.2452128 ... -9.805688  -9.64422   -9.588498 ]
1275,8831,"[-3.7476835  -3.6409514  -3.4559178  ... -1.6877415  -0.9035621
 -0.11507985]"
1276,9093,[ 7.1185956  7.667825   8.235346  ... -4.502257  -4.2488284 -3.9996777]
1277,7676,[-9.629426  -9.756467  -9.897156  ...  1.5256852  1.3888298  1.4600914]
1278,8446,[0.5906129 1.3224063 1.9948205 ... 1.2204012 1.3683007 1.4931287]
1279,4227,[ 1.4721305  1.3476938  1.3289726 ... -6.0473757 -5.83756   -5.564849 ]
1280,6782,[-3.1016111 -3.1200025 -3.1058538 ...  7.6561418  6.421976   5.2468243]
1281,8577,[-5.3374376 -5.1318097 -4.941063  ... 12.846058  12.832171  12.77819  ]
1282,8445,[-3.901477  -6.1400194 -8.752903  ...  1.5798781  1.5647883  1.5049223]
1283,3842,[ 2.728058   2.679069   2.6815777 ... -8.6888485 -8.738036  -8.783508 ]
1284,5382,[ 5.833933   5.7427063  5.661888  ... -4.547554  -4.998872  -5.4778237]
1285,6144,[6.757231  6.815393  6.8956637 ... 6.858696  6.922647  6.8707647]
1286,6529,"[-6.3618903  -5.720759   -5.210138   ... -0.20083113 -0.12479734
 -0.06788056]"
1287,5251,[ 1.0281178  3.533315   4.453319  ... -2.6707666 -2.6710534 -2.6125321]
1288,5636,[0.5901774 0.7082274 0.852318  ... 1.337149  1.5975893 1.9041   ]
1289,6021,"[-0.8816727  -0.65374726 -0.43691266 ... -2.3504918  -2.557879
 -2.7409024 ]"
1290,6021,"[-0.8816727  -0.65374726 -0.43691266 ... -2.3504918  -2.557879
 -2.7409024 ]"
1291,8315,[-2.9314995 -3.1235387 -3.2798698 ...  5.4790616  5.617068   5.74789  ]
1292,6783,[-4.301713  -4.0734987 -3.8187666 ...  6.488995   6.3590317  6.207943 ]
1293,4604,"[ 5.2442226   5.3396525   5.4093776  ... -0.41682592 -0.43724346
 -0.416369  ]"
1294,4604,[2.0710614 4.17267   6.67339   ... 3.8223536 4.0340624 4.2779903]
1295,8069,[4.4858904 4.716561  4.952559  ... 7.696257  7.8036237 7.894143 ]
1296,4866,[-2.0547082 -0.8322976  0.4749842 ... -2.9710557 -2.968549  -2.807334 ]
1297,7168,[-1.1634793 -1.1248703 -1.1129394 ...  9.105237   9.274176   9.312615 ]
1298,6021,"[ 0.7436273   0.81144977  0.89721256 ... -4.130606   -4.314102
 -4.4860744 ]"
1299,4227,"[ -0.38022235  -2.5200465   -3.3902762  ... -26.565277   -28.543211
 -26.269232  ]"
1300,5120,"[-18.64009   -21.981962  -26.076384  ...  -3.510058   -3.4016452
  -3.1817148]"
1301,8069,"[-1.8640091e+01 -2.1981962e+01 -2.6076384e+01 ... -3.2310121e-02
 -1.3058841e-02 -2.6242672e-02]"
1302,6529,[4.7624717  4.835238   4.893949   ... 0.10531813 0.10150998 0.04056622]
1303,3449,"[-3.8010669  -4.0812507  -4.347815   ...  0.880918    0.7509761
  0.65666366]"
1304,3072,"[-0.14173819 -0.07604308  0.10566389 ...  0.701492    1.2761424
  1.3981854 ]"
1305,8069,"[ 0.4499695   0.37427     0.37910926 ... -2.9436855  -2.7228968
 -2.4298887 ]"
1306,7938,"[-0.98840827 -1.0284897  -0.9607541  ...  5.9307613   6.035029
  5.720151  ]"
1307,4481,[0.2968174  0.316928   0.32916918 ... 1.8619064  1.51078    1.0661752 ]
1308,6529,"[ 0.03198036 -0.02054049  0.2266773  ...  1.5128398   1.7430823
  2.0905347 ]"
1309,4734,[5.3313723 5.6130533 5.975124  ... 2.7367756 2.2904246 1.9348483]
1310,7675,[-4.7032714 -4.748643  -4.827098  ... 14.374311  14.494715  14.967063 ]
1311,7422,"[-2.0636504  -2.0578933  -2.0832403  ...  0.68505085  0.7531937
  0.97091645]"
1312,6267,[-1.3356334 -1.2627715 -1.3609782 ... -8.615744  -8.419273  -8.349311 ]
1313,5251,[-4.6051545 -4.4445715 -4.296882  ...  0.6811278  1.7524475  2.4113288]
1314,5881,"[-3.9701054  -1.5563841  -0.48081377 ... -0.93923026 -0.9966704
 -0.94153917]"
1315,4612,"[  3.6793122   4.105477    4.541424  ... -11.601998  -11.593647
 -11.808957 ]"
1316,5251,"[-11.806414  -11.901387  -12.205934  ...   3.1095717   3.133118
   3.1935823]"
1317,6914,[ 1.6714636  1.8210754  1.9547282 ... 17.33776   17.812027  18.267412 ]
1318,9085,"[-6.5813866  -6.8579865  -7.122356   ... -0.98201615 -0.9496039
 -0.90909904]"
1319,7291,[18.730865 19.17451  19.597775 ...  9.433095  9.295698  9.171938]
1320,7422,"[-10.815719  -10.782733  -10.823058  ...   7.6404905   7.802552
   7.92074  ]"
1321,7938,[5.055887  4.887728  4.7365475 ... 2.0680468 2.069876  2.276939 ]
1322,4989,"[ 0.42205316  0.39002714  0.41627643 ... -1.9756202  -1.9114289
 -1.8889903 ]"
1323,6143,[1.566603   0.94953763 1.5894219  ... 2.297312   2.028688   1.776356  ]
1324,5251,"[-0.5859925  -0.49063784 -0.06584881 ...  2.297312    2.028688
  1.776356  ]"
1325,4866,[8.227355  8.190474  8.108797  ... 2.467596  2.5176365 2.6693585]
1326,9986,[5.8379483 6.0094843 6.160782  ... 1.5946403 1.7755525 1.9189415]
1327,6660,[2.829372  3.2469556 3.6892033 ... 2.1669664 2.3703828 2.5451891]
1328,5251,[ 1.4817786  1.5946165  1.6516244 ... -1.7295492 -3.050081  -2.3786983]
1329,4096,[ 2.837099   2.825227   2.827962  ... -1.1485156 -1.1187407 -1.1766038]
1330,7037,"[-2.1852057  -2.8724008  -2.1578274  ...  0.02870547 -0.11871608
 -0.14795493]"
1331,4997,[-1.5371336 -1.4203938 -1.3580105 ...  5.4326143  5.355772   5.628307 ]
1332,4866,[12.594158 12.313766 12.054438 ... 10.578171 10.63884  10.435024]
1333,6906,[12.775623  13.47774   14.218864  ... -2.3811395 -2.2289476 -2.126187 ]
1334,6406,[-1.848275  -1.5323961 -1.3964107 ... -2.0270703 -1.979206  -1.9404896]
1335,6529,[-5.6710296 -5.688875  -5.700338  ... -6.92838   -6.872445  -6.838383 ]
1336,5497,[4.248925  3.3970697 2.602751  ... 1.764265  2.2201557 1.92732  ]
1337,5251,[3.8418086 4.1724205 4.5455036 ... 6.1070356 6.0032816 5.9028215]
1338,6406,[3.8418086 4.1724205 4.5455036 ... 6.5629826 6.4113774 6.1805053]
1339,4612,[36.390537 36.62504  36.787    ... 10.447624  9.551626  9.155233]
1340,7553,"[  5.9438815   5.9133477   5.9168096 ... -15.128738  -13.256944
 -11.821434 ]"
1341,8830,[-3.5982604 -3.6516428 -3.6030931 ... 13.277862  12.996107  12.752783 ]
1342,7937,[ 45.559544  46.143745  45.621403 ... -10.329582 -10.227903 -10.131404]
1343,8445,[-10.112602  -8.269452  -6.726049 ...  24.201859  24.197447  24.155827]
1344,6529,[-6.734726 -6.341597 -5.95613  ... -7.584262 -7.641523 -7.472105]
1345,2687,"[  2.988697    3.1858912   3.4334288 ... -16.505573  -16.602324
 -16.70096  ]"
1346,7553,[-8.718109  -8.675067  -8.592695  ... -4.5092926 -4.5291667 -4.4063272]
1347,4989,[2.6576922 2.7284184 2.7763999 ... 5.027857  5.0642147 5.1002307]
1348,4481,[5.0789337 4.9644437 5.005969  ... 2.6675198 2.7512956 2.18903  ]
1349,5382,[ 2.82988    2.8205383  2.673078  ... -2.2663457 -2.3224173 -2.5276392]
1350,7684,[ 2.212026   1.8584095  0.8840255 ... -3.0419562 -3.3732293 -3.7339046]
1351,9216,[15.824113  15.593477  15.373732  ...  7.72035    7.6786604  7.632225 ]
1352,7684,[111.45233  115.273056 118.85087  ...   5.20564    5.031191   4.886563]
1353,7037,[-4.1029196 -4.5167212 -4.873495  ...  3.5913374  3.6700995  3.6596258]
1354,5251,[-3.2033591 -0.829999   0.7523141 ... -3.341646  -3.0610402 -2.8915434]
1355,6783,[-0.6898773  0.4365671 -0.3760434 ...  4.89148    4.4537177  4.4684324]
1356,8454,"[-0.02808893 -1.3068584  -0.41767675 ...  2.2919364   1.7407132
  1.6828905 ]"
1357,6267,[7.328396   7.2509575  7.7065916  ... 0.22726774 0.10346925 0.0756725 ]
1358,8323,"[-2.7855976  -2.7779524  -2.8251066  ...  0.4858942   0.36581752
  0.26578128]"
1359,7168,"[-14.825122   -14.673921   -14.563132   ...   0.3856324    0.3828086
   0.23901667]"
1360,7807,"[ 0.17063959  0.2144394   0.70303506 ...  0.4688067  -0.61485976
 -0.07882737]"
1361,5120,"[-0.3990024  -0.48443845 -0.55142033 ...  0.477327    0.5214252
  0.9602369 ]"
1362,5505,"[-3.2674532  -3.2942889  -2.788505   ...  0.46730003  0.5901845
  0.5037978 ]"
1363,4735,"[-0.33211538 -0.16377649 -0.06316795 ...  3.4238193   3.6358266
  3.296106  ]"
1364,4481,[8.573204  8.672886  8.780265  ... 4.602385  4.6044154 4.6376214]
1365,3072,[3.7690876  3.8422997  3.8921962  ... 0.8212535  0.86655146 0.88429725]
1366,3965,[0.83549315 0.6655441  0.5260968  ... 4.1117     3.9226606  3.530851  ]
1367,7168,[-3.0125785 -3.1092896 -3.154463  ... -9.198985  -9.002514  -8.905078 ]
1368,7037,[-9.55843   -9.429202  -9.331722  ...  6.0582476  5.980791   5.8857036]
1369,4989,"[-8.9388210e-03  6.0227583e-03  6.8972006e-02 ...  6.0582476e+00
  5.9807911e+00  5.8857036e+00]"
1370,6013,"[-0.726124   -0.5234754  -0.51816326 ... -7.5925937  -7.430941
 -7.6283402 ]"
1371,6529,[-6.1959    -6.241383  -6.1062665 ... -4.752161  -4.735716  -4.600951 ]
1372,4866,"[ 0.26746154  0.06381864 -0.1353441  ...  0.6722655   0.1213375
 -0.448546  ]"
1373,5251,"[-0.99386305 -0.47229928  0.38778847 ... -2.1610107  -2.0952268
 -2.0267055 ]"
1374,5882,"[ -0.90048814  -0.91353774  -1.0898666  ... -23.060593   -28.53313
 -29.596088  ]"
1375,7676,"[-0.6446006  -0.57001483  0.21624042 ... -0.07298726  0.23877235
  0.7711736 ]"
1376,6022,[-0.6884868 -1.2154169 -1.8778065 ... -5.627579  -5.9107966 -6.2785316]
1377,5382,"[-12.161728  -11.912699  -11.610896  ...   1.1271564   1.1487004
   1.1277114]"
1378,3973,[ 4.093875   4.023855   4.0043373 ... -7.2062054 -7.1717663 -7.168346 ]
1379,6914,"[ -5.7456026  -5.8962927  -6.0622177 ... -10.561222  -10.593737
 -10.540226 ]"
1380,8831,"[-5.7456026  -5.8962927  -6.0622177  ... -0.84251875 -0.80096364
 -0.80191296]"
1381,8454,[-11.367795 -11.576495 -11.710478 ...  -4.962349  -4.663386  -4.338059]
1382,7422,[-4.6730404 -4.8936725 -5.115777  ... -1.9804685 -1.9353291 -1.8743291]
1383,8191,"[-0.2737491  -0.219544   -0.22153524 ... -0.2799657  -0.35631207
 -0.33394316]"
1384,3203,[-6.4487886 -6.5086117 -6.6072316 ... -2.6714087 -2.682113  -2.695269 ]
1385,4096,[ 10.971791  11.117242  11.262087 ... -21.566086 -21.759436 -20.96534 ]
1386,4858,[ 6.486232   6.088709   5.3436074 ... -1.649028  -0.8562318  1.0244977]
1387,3965,[-3.3958774 -4.4268045 -5.2841144 ... 10.55582   10.500413  10.467648 ]
1388,6783,"[ 2.237185    2.2019584   2.1558745  ... -1.2247729  -0.8050228
 -0.20515236]"
1389,6012,"[ 3.0203629   3.4352057   3.1238122  ...  0.96532947 -1.8171066
 -3.8127697 ]"
1390,7553,[17.180283  17.415075  18.879366  ...  3.0917945  2.459049   1.9921017]
1391,5890,[ 2.1463068  2.4831269  2.3965142 ... 48.373966  48.33776   47.62895  ]
1392,8708,"[  2.1463068   2.4831269   2.3965142 ... -19.143124  -18.463135
 -14.655988 ]"
1393,7807,[12.088763  12.401025  13.343551  ... -5.8562202 -5.8536067 -6.153765 ]
1394,4350,"[-14.684075  -18.728456  -22.80153   ...  10.780206   11.665724
  13.1797695]"
1395,8454,[ -5.962602  -5.705002  -6.123026 ... -14.847589 -14.448252 -14.35269 ]
1396,7299,[18.441582  17.011808   9.144869  ... -4.0681324 -3.5383027 -3.248535 ]
1397,8954,[16.008177 17.586882 17.170227 ...  8.069819  9.413983 13.605664]
1398,6914,[ 2.737341   2.72341    2.6183753 ... -1.2214485 -1.2166173 -1.2160649]
1399,5505,[-1.1698033 -1.1016303 -1.0559866 ...  9.470649   9.833259  10.203643 ]
1400,5120,[ 2.6120598  2.3752882  2.1784475 ... -6.0431595 -6.084296  -6.106467 ]
1401,7553,[-5.591539 -5.833584 -5.759816 ...  5.685203  5.748776  5.784785]
1402,5890,[-1.8017721 -1.8457414 -1.7568471 ...  5.685203   5.748776   5.784785 ]
1403,6013,[5.7979856  5.8286695  5.9019504  ... 0.42499506 0.21066108 0.15400687]
1404,6906,[-2.9830403 -3.2221916 -3.406054  ...  8.927941   9.300368   8.712049 ]
1405,6783,[6.488772  6.596154  6.6740127 ... 3.6717052 3.65609   3.5854988]
1406,5251,[3.6016717 3.6879375 3.6164804 ... 6.476776  6.1657896 5.9941335]
1407,3973,[2.2728384  3.4533844  3.7649107  ... 0.22469567 0.18702765 0.08744556]
1408,6529,[-2.6398146 -1.646133  -1.6055968 ...  2.730471   2.4293656  2.0744421]
1409,4481,[ 2.2125893  1.269946  -1.0642534 ... -5.811002  -5.924659  -5.4471097]
1410,7938,"[ -4.9338202  -4.5467687  -3.7230976 ... -43.588978  -42.68726
 -39.73439  ]"
1411,6021,[ 10.321     10.595768   9.912961 ... -22.321903 -20.969774 -19.870394]
1412,4735,"[-19.236     -18.767168  -18.054338  ...  -1.6323959  -1.9675105
  -2.4853647]"
1413,4735,[-2.8300447 -2.785379  -3.078419  ... -3.498748  -3.9084458 -3.9589844]
1414,9986,[1.6082022 1.4872248 1.4362807 ... 4.8289156 4.834445  5.1256666]
1415,8708,"[-10.951291  -11.179608  -11.182392  ...   3.4901924   3.9188073
   3.9351974]"
1416,7168,"[-15.27223   -15.3045635 -15.351309  ...   3.4901924   3.9188073
   3.9351974]"
1417,2949,[3.9861827 4.269318  3.8308966 ... 1.5142255 1.5020591 1.5494072]
1418,6013,"[-19.050776  -18.975794  -18.791145  ...   3.691       3.6302247
   3.5313842]"
1419,5636,[3.4163177 3.3421097 3.2759736 ... 6.7799916 6.720397  6.7345476]
1420,4735,"[ 0.12773134  0.11027984  0.10194638 ...  0.00404083 -0.04027177
 -0.05597248]"
1421,3965,[-2.1892447 -2.2684577 -2.3059707 ...  1.4156982  1.5108844  1.4458443]
